Alert ID,SMARTS,ARTICLEID,PROPERTY,NAME,DESCRIPTION,PAGE,TABLE,LINE,COMMENT,SMARTS_DESCRIPTION,PUBMEDID,Publication
TA2666,"[$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[#6R1]~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~1)]",A27542,Extended Functional Groups (EFG),Six-membered heterocycles with three heteroatoms,A = any atom except carbon; a dashed line indicates any type of covalent bonds,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2667,"[$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][CR1][CR1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][CR1][!#6!#1;R1][CR1][CR1]1),$([!#6!#1;R1]1[CR1][!#6!#1;R1][CR1][!#6!#1;R1][CR1]1)]",A27542,Extended Functional Groups (EFG),Saturated six-membered heterocycles with three heteroatoms,A = any atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2668,"[$([NR1]1[NR1][NR1][CR1][CR1][CR1]1),$([NR1]1[NR1][CR1][NR1][CR1][CR1]1),$([NR1]1[CR1][NR1][CR1][NR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Hexahydrotriazines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2669,"[$([OR1]1[OR1][OR1][CR1][CR1][CR1]1),$([OR1]1[OR1][CR1][OR1][CR1][CR1]1),$([OR1]1[CR1][OR1][CR1][OR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Trioxanes,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2670,"[$([SR1]1[SR1][SR1][CR1][CR1][CR1]1),$([SR1]1[SR1][CR1][SR1][CR1][CR1]1),$([SR1]1[CR1][SR1][CR1][SR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Trithianes,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2671,"[$([!#6!#1;R1]1=[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]=[#6R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]=[#6R1]~[#6R1]~1),$([!#6!#1;R1]1=[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]=[#6R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]=[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]=[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]=[#6R1]~1),$([!#6!#1;R1]1=[#6R1]~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~1);!$([a!c]1[a!c][a!c]ccc1);!$([a!c]1[a!c]c[a!c]cc1);!$([a!c]1c[a!c]c[a!c]c1)]",A27542,Extended Functional Groups (EFG),Unsaturated six-membered heterocycles with three heteroatoms,A = any atom except carbon; a dashed line indicates any type of covalent bonds,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2672,"[$([a!c;R1]1[a!c;R1][a!c;R1][cR1][cR1][cR1]1),$([a!c;R1]1[a!c;R1][cR1][a!c;R1][cR1][cR1]1),$([a!c;R1]1[cR1][a!c;R1][cR1][a!c;R1][cR1]1)]",A27542,Extended Functional Groups (EFG),Aromatic six-membered heterocycles with three heteroatoms,A = any aromatic atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2673,"[$([nR1]1[nR1][nR1][cR1][cR1][cR1]1),$([nR1]1[nR1][cR1][nR1][cR1][cR1]1),$([nR1]1[cR1][nR1][cR1][nR1][cR1]1)]",A27542,Extended Functional Groups (EFG),Triazines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2674,"[$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~1)]",A27542,Extended Functional Groups (EFG),Six-membered heterocycles with four heteroatoms,A = any atom except carbon; a dashed line indicates any type of covalent bonds,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2675,"[$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][!#6!#1;R1][CR1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][!#6!#1;R1][CR1][!#6!#1;R1][CR1]1),$([!#6!#1;R1]1[!#6!#1;R1][CR1][!#6!#1;R1][!#6!#1;R1][CR1]1)]",A27542,Extended Functional Groups (EFG),Saturated six-membered heterocycles with four heteroatoms,A = any atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2676,"[$([NR1]1[NR1][NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][CR1][NR1][NR1][CR1]1),$([NR1]1[NR1][NR1][CR1][NR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Hexahydrotetrazines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2677,"[$([OR1]1[OR1][OR1][OR1][CR1][CR1]1),$([OR1]1[OR1][CR1][OR1][OR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Tetroxanes,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2678,"[$([SR1]1[SR1][SR1][SR1][CR1][CR1]1),$([SR1]1[SR1][CR1][SR1][SR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Tetrathianes,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2679,"[$([!#6!#1;R1]1=[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]=[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]=[#6R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]=[#6R1]~1),$([!#6!#1;R1]1=[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[#6R1]=1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]=[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]=1),$([!#6!#1;R1]1=[!#6!#1;R1]~[#6R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~1);!$([a!c]1[a!c][a!c][a!c]cc1);!$([a!c]1[a!c][a!c]c[a!c]c1);!$([a!c]1[a!c]c[a!c][a!c]c1)]",A27542,Extended Functional Groups (EFG),Unsaturated six-membered heterocycles with four heteroatoms,A = any atom except carbon; a dashed line indicates any type of covalent bonds,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2680,"[$([NR1]1=[NR1][NR1][NR1][CR1][CR1]1),$([NR1]1[NR1]=[NR1][NR1][CR1][CR1]1),$([NR1]1[NR1][NR1][NR1][CR1][CR1]=1),$([NR1]1[NR1][NR1][NR1][CR1]=[CR1]1),$([NR1]1[NR1][NR1][CR1][NR1][CR1]=1),$([NR1]1[NR1][NR1][CR1][NR1]=[CR1]1),$([NR1]1[NR1]=[NR1][CR1][NR1][CR1]1),$([NR1]1[NR1]=[CR1][NR1][NR1][CR1]1),$([NR1]1=[NR1][CR1][NR1][NR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Tetrahydrotetrazines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2681,"[$([a!c;R1]1[a!c;R1][a!c;R1][a!c;R1][cR1][cR1]1),$([a!c;R1]1[a!c;R1][a!c;R1][cR1][a!c;R1][cR1]1),$([a!c;R1]1[a!c;R1][cR1][a!c;R1][a!c;R1][cR1]1)]",A27542,Extended Functional Groups (EFG),Aromatic six-membered heterocycles with four heteroatoms,A = any aromatic atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2682,"[$([nR1]1[nR1][nR1][nR1][cR1][cR1]1),$([nR1]1[nR1][nR1][cR1][nR1][cR1]1),$([nR1]1[nR1][cR1][nR1][nR1][cR1]1)]",A27542,Extended Functional Groups (EFG),Tetrazines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2683,[!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~1,A27542,Extended Functional Groups (EFG),Six-membered heterocycles with five heteroatoms,A = any atom except carbon; a dashed line indicates any type of covalent bonds,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2684,[!#6!#1;R1]1-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[CR1]-1,A27542,Extended Functional Groups (EFG),Saturated six-membered heterocycles with five heteroatoms,A = any aromatic atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2685,"[$([!#6!#1;R1]1=[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]=[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]~1),$([!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[#6R1]=1);!$([a!c]1[a!c][a!c][a!c][a!c]c1)]",A27542,Extended Functional Groups (EFG),Unsaturated six-membered heterocycles with five heteroatoms,A = any atom except carbon; a dashed line indicates any type of covalent bonds,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2686,[a!c;R1]1[a!c;R1][a!c;R1][a!c;R1][a!c;R1][cR1]1,A27542,Extended Functional Groups (EFG),Aromatic six-membered heterocycles with five heteroatoms,A = any aromatic atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2687,[nR1]1[nR1][nR1][nR1][nR1][cR1]1,A27542,Extended Functional Groups (EFG),Pentazines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2688,[!#6!#1;R1]1~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~1,A27542,Extended Functional Groups (EFG),Six-membered heterocycles with six heteroatoms,A = any atom except carbon; a dashed line indicates any type of covalent bonds,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2689,[!#6!#1;R1]1-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-[!#6!#1;R1]-1,A27542,Extended Functional Groups (EFG),Saturated six-membered heterocycles with six heteroatoms,A = any aromatic atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2690,[$([!#6!#1;R1]1=[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~[!#6!#1;R1]~1);!$([a!c]1[a!c][a!c][a!c][a!c][a!c]1)],A27542,Extended Functional Groups (EFG),Unsaturated six-membered heterocycles with six heteroatoms,A = any atom except carbon; a dashed line indicates any type of covalent bonds,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2691,[a!c;R1]1[a!c;R1][a!c;R1][a!c;R1][a!c;R1][a!c;R1]1,A27542,Extended Functional Groups (EFG),Aromatic six-membered heterocycles with six heteroatoms,A = any aromatic atom except carbon,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2692,[nR1]1[nR1][nR1][nR1][nR1][nR1]1,A27542,Extended Functional Groups (EFG),Hexazines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2694,"[$([SR1]1[SR1][CR1]=[CR1][CR1]=[CR1]1),$([SR1]1[CR1]=[CR1][SR1][CR1]=[CR1]1)]",A27542,Extended Functional Groups (EFG),Dithiines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2695,"[$([NR1]1=[NR1][NR1][NR1][CR1]=[CR1]1),$([NR1]1[NR1]=[NR1][NR1][CR1]=[CR1]1),$([NR1]1[NR1]=[NR1][NR1]=[CR1][CR1]1),$([NR1]1[NR1][NR1]=[NR1][CR1][CR1]=1),$([NR1]1[NR1][NR1][NR1]=[CR1][CR1]=1),$([NR1]1=[NR1][NR1]=[NR1][CR1][CR1]1),$([NR1]1=[NR1][NR1][CR1][NR1]=[CR1]1),$([NR1]1[NR1]=[NR1][CR1][NR1]=[CR1]1),$([NR1]1[NR1][NR1]=[CR1][NR1]=[CR1]1),$([NR1]1[NR1]=[NR1][CR1][NR1][CR1]=1),$([NR1]1[NR1][NR1]=[CR1][NR1][CR1]=1),$([NR1]1=[NR1][NR1]=[CR1][NR1][CR1]1),$([NR1]1=[NR1][NR1][CR1]=[NR1][CR1]1),$([NR1]1[NR1]=[CR1][NR1][NR1][CR1]=1),$([NR1]1[NR1][CR1]=[NR1][NR1][CR1]=1),$([NR1]1[NR1][CR1][NR1]=[NR1][CR1]=1),$([NR1]1=[NR1][CR1]=[NR1][NR1][CR1]1),$([NR1]1=[NR1][CR1][NR1]=[NR1][CR1]1)]",A27542,Extended Functional Groups (EFG),Dihydrotetrazines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2696,[NR1]1[NR1][NR1][NR1][NR1][CR1]1,A27542,Extended Functional Groups (EFG),Hexahydropentazines,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2697,[OR1]1[OR1][OR1][OR1][OR1][CR1]1,A27542,Extended Functional Groups (EFG),Pentoxanes,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2698,[SR1]1[SR1][SR1][SR1][SR1][CR1]1,A27542,Extended Functional Groups (EFG),Pentathianes,,-,-,-,High specificity (HS) pattern matches chemicals that include exact heterocyclic moiety as in the depiction (fusion with other ring(s) are not allowed),,26703557,"2015 Salmina, ES"
TA2701,"[!#8!#7!#16][CX3]([!#8!#7!#16])=[CX3]([!#8!#7!#16])[!#8!#7!#16] AND NOT [$([CX3]=[CX2]=[CX3]),$([CX3]=[CX3][CX3]=[CX3]),$([CX3]=[CX3][CX4][CX3]=[CX3])]",A12075,Extended Functional Groups (EFG),Alkenes,"R1, R2, R3, R4 = H, alkyl, aryl",-,-,-,,,-,2005 CheckMol
TA2702,[CX3]=[CX2]=[CX3],A27542,Extended Functional Groups (EFG),"Cumulated alkadienes (1,2-alkadienes)","R1, R2, R3, R4 = any atom/ group",-,-,-,,,26703557,"2015 Salmina, ES"
TA2706,"[CX3]=[CX3][CX4][F,Cl,Br,I]",A27542,Extended Functional Groups (EFG),Allyl halides,"R1, R2, R3, R4, R5 = any atom/ group",-,-,-,,,26703557,"2015 Salmina, ES"
TA2707,[CX3]=[CX3][CX4]F,A27542,Extended Functional Groups (EFG),Allyl fluorides,"R1, R2, R3, R4, R5 = any atom/ group",-,-,-,,,26703557,"2015 Salmina, ES"
TA2708,[CX3]=[CX3][CX4]Cl,A27542,Extended Functional Groups (EFG),Allyl chlorides,"R1, R2, R3, R4, R5 = any atom/ group",-,-,-,,,26703557,"2015 Salmina, ES"
TA2709,[CX3]=[CX3][CX4]Br,A27542,Extended Functional Groups (EFG),Allyl bromides,"R1, R2, R3, R4, R5 = any atom/ group",-,-,-,,,26703557,"2015 Salmina, ES"
TA2710,[CX3]=[CX3][CX4]I,A27542,Extended Functional Groups (EFG),Allyl iodides,"R1, R2, R3, R4, R5 = any atom/ group",-,-,-,,,26703557,"2015 Salmina, ES"
TA2713,F[CX3]=[CX3],A27542,Extended Functional Groups (EFG),Vinyl fluorides,"R1, R2, R3 = any atom/ group",-,-,-,,,26703557,"2015 Salmina, ES"
TA2714,Cl[CX3]=[CX3],A27542,Extended Functional Groups (EFG),Vinyl chlorides,"R1, R2, R3 = any atom/ group",-,-,-,,,26703557,"2015 Salmina, ES"
TA2715,Br[CX3]=[CX3],A27542,Extended Functional Groups (EFG),Vinyl bromides,"R1, R2, R3 = any atom/ group",-,-,-,,,26703557,"2015 Salmina, ES"
TA2716,I[CX3]=[CX3],A27542,Extended Functional Groups (EFG),Vinyl iodides,"R1, R2, R3 = any atom/ group",-,-,-,,,26703557,"2015 Salmina, ES"
TA2717,F[CX2]#[CX2],A27542,Extended Functional Groups (EFG),Alkynyl fluorides,R = any atom/ group,-,-,-,,,26703557,"2015 Salmina, ES"
TA2718,Cl[CX2]#[CX2],A27542,Extended Functional Groups (EFG),Alkynyl chlorides,R = any atom/ group,-,-,-,,,26703557,"2015 Salmina, ES"
TA2720,I[CX2]#[CX2],A27542,Extended Functional Groups (EFG),Alkynyl iodides,R = any atom/ group,-,-,-,,,26703557,"2015 Salmina, ES"
TA2721,Br[CX2]#[CX2],A27542,Extended Functional Groups (EFG),Alkynyl bromides,R = any atom/ group,-,-,-,,,26703557,"2015 Salmina, ES"
TA2726,"[CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))][SX2][CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))]",A27542,Extended Functional Groups (EFG),Dialkylthioethers,"R1, R2 = alkyl",-,-,-,,,26703557,"2015 Salmina, ES"
TA2727,"[CX4&!$([CX4]([SX2])([#7,O,S,F,Cl,Br,I,P]))][SX2]c",A27542,Extended Functional Groups (EFG),Alkylarylthioethers,"R1 = alkyl, R2 = aryl",-,-,-,,,26703557,"2015 Salmina, ES"
TA2728,c[SX2&!$([SX2r3])]c,A27542,Extended Functional Groups (EFG),Diarylthioethers,"R1, R2 = aryl",-,-,-,,,26703557,"2015 Salmina, ES"
TA2730,c([OH1])c([OH1]),A12075,Extended Functional Groups (EFG),"1,2 ? Diphenols",,-,-,-,,,-,2005 CheckMol
TA2731,c([OH1])[aR1]c([OH1]),A27542,Extended Functional Groups (EFG),"1,3 ? Diphenols",,-,-,-,,,26703557,"2015 Salmina, ES"
TA2732,c1([OH1])aac([OH1])aa1,A27542,Extended Functional Groups (EFG),"1,4 - Diphenols",,-,-,-,,,26703557,"2015 Salmina, ES"
TA2733,c([SH1])c([SH1]),A27542,Extended Functional Groups (EFG),"1,2 ? Dithiophenols",,-,-,-,,,26703557,"2015 Salmina, ES"
TA2734,c([SH1])[aR1]c([SH1]),A27542,Extended Functional Groups (EFG),"1,3 ? Dithiophenols",,-,-,-,,,26703557,"2015 Salmina, ES"
TA2735,c1([SH1])aac([SH1])aa1,A27542,Extended Functional Groups (EFG),"1,4 ? Dithiophenols",,-,-,-,,,26703557,"2015 Salmina, ES"
TA2736,"c([OH1])c[NX3]([#1,#6])[#1,#6]",A27542,Extended Functional Groups (EFG),"1,2 ? Aminophenols","R1, R2 = H, any carbon atom",-,-,-,,,26703557,"2015 Salmina, ES"
TA2737,"c([OH1])[aR1]c[NX3]([#1,#6])[#1,#6]",A27542,Extended Functional Groups (EFG),"1,3 ? Aminophenols","R1, R2 = H, any carbon atom",-,-,-,,,26703557,"2015 Salmina, ES"
TA2738,"c1([OH1])aac([NX3]([#1,#6])[#1,#6])aa1",A27542,Extended Functional Groups (EFG),"1,4 ? Aminophenols","R1, R2 = H, any carbon atom",-,-,-,,,26703557,"2015 Salmina, ES"
TA2739,"c([SH1])c[NX3]([#1,#6])[#1,#6]",A27542,Extended Functional Groups (EFG),"1,2 ? Aminothiophenols","R1, R2 = H, any carbon atom",-,-,-,,,26703557,"2015 Salmina, ES"
TA2740,"c([SH1])[aR1]c[NX3]([#1,#6])[#1,#6]",A27542,Extended Functional Groups (EFG),"1,3 ? Aminothiophenols","R1, R2 = H, any carbon atom",-,-,-,,,26703557,"2015 Salmina, ES"
TA2741,"c1([SH1])aac([NX3]([#1,#6])[#1,#6])aa1",A27542,Extended Functional Groups (EFG),"1,4 ? Aminothiophenols","R1, R2 = H, any carbon atom",-,-,-,,,26703557,"2015 Salmina, ES"
TA2743,"[CX2]#[CX2][OX2][#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])]",A27542,Extended Functional Groups (EFG),Alkynyl ethers,"R1, R2 = H, alkyl, aryl",-,-,-,,,26703557,"2015 Salmina, ES"
TA2744,"[CX2]#[CX2][SX2][#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])]",A27542,Extended Functional Groups (EFG),Alkynyl thioethers,"R1, R2 = H, alkyl, aryl",-,-,-,,,26703557,"2015 Salmina, ES"
TA2751,"[#1,#6&!$([CX3]=[OX1,SX1,NX2])][OX2][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]",A27542,Extended Functional Groups (EFG),Carbonic acid esters,"R1 = H, alkyl, aryl; R2 = alkyl, aryl",-,-,-,,,26703557,"2015 Salmina, ES"
TA2754,"[#6][OX2][Sv6X4](=[OX1])(=[OX1])[OH1,OX1-,$([OX2][#6])]",A27542,Extended Functional Groups (EFG),Sulfuric acid esters,"R1 = alkyl, aryl; R2 = H, alkyl, aryl",-,-,-,,,26703557,"2015 Salmina, ES"
TA2762,[OX1]=[Pv5X4]([NX3])([#6])[!#6!$([SX2])],A27542,Extended Functional Groups (EFG),Phosphonic acid amides,"R1 = alkyl, aryl; R2, R3 = H, alkyl, aryl; Y = any O, N, Hal residue",-,-,-,,,26703557,"2015 Salmina, ES"
TA2763,"[OX1]=[Pv5X4]([F,Cl,Br,I])([#6])[!#6!$([SX2])]",A27542,Extended Functional Groups (EFG),Phosphonic acid halides,"R1 = alkyl, aryl; X = F, Cl, Br, I; Y = any O, N, Hal residue",-,-,-,,,26703557,"2015 Salmina, ES"
,[O-][Cl+3]([O-])([O-])[O-],,,Perchlorate,,,,,,,,
,F[PH](F)(F)(F)(F)F,,,Hexafluorophosphate,,,,,,,,
,F[B-](F)(F)F,,,Tetrafluoroborate,,,,,,,,
,[CX4](F)(F)[CX4](F)F,,,Perfluorinated chain,,,,,,,,
